reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,app_Id
gp:AOqpTOFAKbOYr-3IpE-pHNCcE6F9D96_B3yVm4uMPw7LSKW4iWlM8jjZT3rP8nB1269-2gDXUQv0163P1dz9og,Louise Diaz,https://lh3.googleusercontent.com/a-/AOh14GiPwrYGGLZS4EZ9K-pXwf2ROqZzEWahvrD4N6Y1cQ,"Could've been a great game, but.. Glitches, bugs, no updates. Cleared cache, reinstalled. Still blank screen. Update: Devs included develop a community, find partner, raise a family, make a business, et cetera, but none of those are true. Been playing, yes, yet nothing new with the updates.",3.0,51.0,9199,2019-09-14 10:44:40,,,com.activision.callofduty.shooter
gp:AOqpTOGmpSyVaw3Wfa7rRY_-3PfEccXF3LxFz22jN6jFWUNl6UXdsK99j2R5ZMqsdzElQXmooG713VanmGfylg,Hope For The Future,https://lh3.googleusercontent.com/a-/AOh14GiVsKvlQ9LRNhe8aqI3yJzB_TJ2AQiavf-qBVjklA,"I love this game, but it is a bit buggy at times. Still, I get so addicted to this game and it keeps me playing for hours on end.",4.0,0.0,9199,2020-02-19 06:49:27,,,com.activision.callofduty.shooter
gp:AOqpTOGAPldK8qSYg_RLdKL51stzVBOMIkeaB2HedowMs6_ubdzOCprAskpWeWwESycU28YiTsbzr-VIWe7ZEw,Gebrane Abou Mjahed,https://lh3.googleusercontent.com/-DAoeQuIeKFs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn2sct6OO-0w8YP94I6kX5MAEdqsw/photo.jpg,"Amazing graphics and Amazing concept This game is just a fun relaxing thing to play I really love the whole ""you can be whatever kind of person you want"" vibe The only problem is the walking mechanic the whole swipe up and down thing because I have missed multiple items on my travel because of this So developpers if you could please add like buttons or just another way to slow down or something like ""double tap to stop"" it would make the game easier :P",5.0,14.0,9199,2019-07-07 05:24:07,,,com.activision.callofduty.shooter
gp:AOqpTOHhLPExSi_kBvJoMgZe4HLqaM_yx8g1wEntHXBR5u4M7aeQ68oYiGHlDRjzYFGD3YuBgaI8xYSpRRvhVA,Ulena L,https://lh3.googleusercontent.com/a-/AOh14GjXD4zsFGN7AXnH7Sm9Y3qV_2xkhcUcT86nQOqc,I love this app because you can play it and have no wyfi I think it is great.,5.0,0.0,1.0.8,2018-11-13 10:43:39,,,com.activision.callofduty.shooter
gp:AOqpTOGsys7PsNaZAFEKTA-dPsJoNTRlpGkh72cLXMNEZL0Aiv2eFZw2sBYmDAjtMf92kC5ym1VRVg0CLD7YdQ,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Great for call ages,5.0,0.0,1.0.8,2018-09-30 06:14:18,,,com.activision.callofduty.shooter
gp:AOqpTOE2hYk2GdMOWWV2OLggVJIhQOkGM6aI-i82Yh6S6S-DhZTmAhCyVYd9l4IUBjg4IJRrQavIMEH6gZaarA,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I like this game because its relaxing,5.0,0.0,,2018-09-21 06:18:46,,,com.activision.callofduty.shooter
gp:AOqpTOGcXg5KwKNfG9u9daRjdpNmfpBC-dxWJcVW9oUpT14APqHo7axzWgCi3q_HXm-wYYwsaxzTWNAN2Mz-yw,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I love it it keeps me busy,5.0,0.0,1.0.8,2018-11-07 16:59:35,,,com.activision.callofduty.shooter
gp:AOqpTOHLaaoMUtXli-kOaUOkAYAkexSttjDKdca3Zz0cyb4qvVpjqMVUgIwZAJknw2meBpvBDYWqujmvTuV8Nw,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Love it sooo Addictive and Cute,5.0,0.0,1.0.8,2018-12-01 10:54:45,,,com.activision.callofduty.shooter
gp:AOqpTOHvwlNVr1ohG-7lHKterSZzAlnIvp81ryVaq8exgssGHHc94DF2g_4244IXiq51_mUoyLCYZd1WIKtYcA,sam naqvi,https://lh3.googleusercontent.com/a-/AOh14Giz87cx_Lu_sEvvXulYlRPEV9xpLWB9rmsOumYh,Very nice and enjoy it alot,3.0,0.0,1.1.0,2019-11-19 19:03:01,,,com.activision.callofduty.shooter
gp:AOqpTOG3kVpeeWaAwrh7m8OoyObeC1905hvGHCvjY84ISbk1DO1WqRakK0_mkJDtJ2prCvg-6TCHUN-LtnmaBA,Marilyn Tyson,https://lh3.googleusercontent.com/-8Q6u82fz4gY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmYUisItQxGW_UWPm_2aSsu0cGDxQ/photo.jpg,Stupid app and it takes up all your space.,1.0,0.0,,2020-02-17 01:33:12,,,com.activision.callofduty.shooter
gp:AOqpTOEiysVy-ybw7oQZyvdgQRfrnykLQWNuFg8VSN0Mtp6YKdQOCHL3yuAaK0JQw8rlA8ihnkjyA3bN7WIkGQ,Stephanie Fajardo,https://lh3.googleusercontent.com/a-/AOh14Gh3IAO3tjq5Y4YzIygstI5BHsJQFRUJkmFLCKoGHg,Addicting app i dont like the gems tho all of it should be free,4.0,0.0,1.0.12,2019-05-21 11:22:28,,,com.activision.callofduty.shooter
gp:AOqpTOE_UnNNVyjO6y7f2lXt6tjvaWrkwOdNusYgG09-9qBaRfOX_orZV-guDtecUOz3Trvz8eQNWcnrpW_g2Q,Crischill Norton,https://lh3.googleusercontent.com/a-/AOh14Gi66HZbanPbCoxto9vmQcIsd_TzUNfhN9kiucoNug,"I'm actually pretty angry! I spent well over $100 and I had to get a new phone. I have the game downloaded now, and apparently I ""cant"" get my old account back. Even though I connected to google account. So now its $100 down the drain. I have contacted support and it's been about a week, and not a single reply. DO NOT SPEND MONEY ON THIS GAME!",1.0,69.0,9199,2019-09-11 14:41:36,,,com.activision.callofduty.shooter
gp:AOqpTOHk-fPO-8y54D-yf8Mo3mO1aB4JttykF4mm0T_j6y08X58JinGi3wRZ79oaYeoAlJidbG-RH21OBnoCEQ,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I really like the game it's really good I think that this game should be number one,5.0,0.0,1.0.8,2018-12-01 00:44:57,,,com.activision.callofduty.shooter
gp:AOqpTOHWPqJNBxp1uBhFQ04QmxuJW3cfyg5-jPzz7IzG3YAj8qUcIPctBDzxmtSbRDcBHpkMUUJ2oGJ2puBHQg,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Inside games, there must not be 'in app purchases' .Games must be 'in app downloads' .The 'in app purchasing' is very wrong.",5.0,0.0,,2019-12-26 04:05:49,,,com.activision.callofduty.shooter
gp:AOqpTOHHPXXB1XbF5iyWjIJXfSYIA5NPS6QbK4bfcW-d_ajlTUGjwmE53sKC8MTQzDW87h43zcHqHpRM_WVIyw,Nora Mapa,https://lh3.googleusercontent.com/-raCap2_b0hs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm9gTSBibvrTROXzmfeMMcQ4S5kFQ/photo.jpg,It fun and colful,5.0,0.0,1.1.3,2020-05-05 00:13:10,,,com.activision.callofduty.shooter
gp:AOqpTOG9vPEjkQhYEA1mTreDk2UxtAWSkXDenFDZmRYhbC1G4ES2XmKejdQOlqOnB9e2MkY5eF508MTB7_A9gg,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,luv to be able to select my own colors..more free...,4.0,0.0,1.0.8,2019-02-05 05:54:35,,,com.activision.callofduty.shooter
gp:AOqpTOHBp_SJLSOMPyzCIUk4qqEBNNGsdztVSc2L4I-Kg4Mse_W27APdxSBlxhYiLYvDYUOrJ9WFSoSJ9OFhKQ,Kevin Himmel,https://lh3.googleusercontent.com/-tJkInEQlYYM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl7pZVbsLx90MUR4CaQDY9JQqqLHw/photo.jpg,I love it so much that I have been playing it for hours and hours of the day.,5.0,0.0,1.0.8,2018-11-11 23:53:56,,,com.activision.callofduty.shooter
gp:AOqpTOH14wrllD8Vacf_CHooxTFXe9o_d3bA9JROsuJ7NesRt04204ykc8YSTDWQbaUmghN6jYLdLN60l-UorQ,Nancy Patrick,https://lh3.googleusercontent.com/-JpSqr_h59vg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnBOFBykbVhk-Uxkj7f0QwjmyH9mw/photo.jpg,very relaxing for me easy app love,5.0,0.0,1.0.8,2019-02-03 16:07:01,,,com.activision.callofduty.shooter
gp:AOqpTOESTATLac5YavhT4dNO-mpOWPIfrmmjUQfFXv5sKKNXXF59qd_EVW4CPiN6mO3DgyZ-AadPzGY1mznaOA,Cindy Gilbert,https://lh3.googleusercontent.com/-F6fShVF4Hh4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmQJw_LloJlFLQBcbIYqTcErTiuoA/photo.jpg,this app is fun and easy to use,5.0,0.0,1.0.12,2019-08-14 03:45:43,,,com.activision.callofduty.shooter
gp:AOqpTOG7F8uo0VhcPes7Hr2hQCW4NjwQPxCBSPnAQY4ldeonBN5DAaEPI30yowOg8euu0Vf-_DMW691fNyz02w,Rebecca Daniel,https://lh3.googleusercontent.com/-mMp5nc9NMfg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmieOt0zJ6UG_xaLXQvpZUP4WwJMg/photo.jpg,This game is addicting. As you move along the trail you collect supply to craft things to trade and sell to other players. It's a relaxing game to play at night. The music is soft and the scenery along the trail is beautiful done.,5.0,20.0,9199,2019-10-09 06:07:39,,,com.activision.callofduty.shooter
gp:AOqpTOERhr9vjy9d2xlzhm0DO7c1VFxaT-mQDCsX5Ec18gR96Q34pVjKEZD61DtiOyxy4dX5N9p-cBINEUvJpA,potato,https://lh3.googleusercontent.com/a-/AOh14GhwtLwpY8g4xNMKRKRY0dDe2iUUNUQkml9bHSCH,"This game is one of the best mobile game I have ever played and you can play it on the go the only thing that I had a problem with is that you have to pay 5,000 dollars for a private chest and if you pay for a shelf people can steal stuff it also is quite annoying when you have one thing left to upgrade your house and you can't get your stuff back at least it takes a half a hour",5.0,23.0,9199,2019-10-10 21:51:41,,,com.activision.callofduty.shooter
gp:AOqpTOHJuIdOOKGXWnHQ6QV20W74ToQhEGnZE2jgWbEtD4uE7qW7DbxZyduYEaSTb-htWCnIKmeHtywNXVckOw,Jazelly VIDS,https://lh3.googleusercontent.com/a-/AOh14GhEGgwPw3-JHMcPsHBXrEIFbpiaX9hZNb4ua0q0lg,I really like this app I just don't like that you can't use all the materials but other than that ❤️❤️,5.0,0.0,1.1.0,2020-02-23 18:45:30,,,com.activision.callofduty.shooter
gp:AOqpTOFz1iyDrTrXQFoi8J4odIBwn4gAj7BYTLWCRmpLdYZIM7LLlVA0JyEW5lWZJCo9KbglaHQ033B7lPtncQ,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,i love it and love drawling,5.0,0.0,,2018-10-05 23:23:51,,,com.activision.callofduty.shooter
gp:AOqpTOH3r3PPkJItmsnt4Z0WZKW-ZLXmm3uuaiUXVQJ2CX_g6A2tHM1RC3fphkWT1l61pG8a86wpVG6FauSd4A,Alayna B,https://lh3.googleusercontent.com/-w_VD8rAhY-E/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnHC4Tb5Sj_plvjhKmD8Q8e0CM4Kg/photo.jpg,It was very very slow,1.0,0.0,,2020-04-03 15:43:14,,,com.activision.callofduty.shooter
gp:AOqpTOHatP167LW2tPZsHeGjtbK1n3MxB5L4jy3F1QT6r7yB9nrS3erAjyilR1F_YJUxJupEstHdcnjn9zKsLA,nahya,https://lh3.googleusercontent.com/a-/AOh14GjSiCvd82j-81YlOP0HEQ8anyh_tZdp9lD0gDNZ1A,crashed after i spent ages on it and i cant get past the opening screen it just goes white :/,1.0,0.0,,2020-05-27 03:07:07,,,com.activision.callofduty.shooter
gp:AOqpTOGkQoUiyPfbtvAeRXrChKSRnsfOH9bvLomSywtsNTUl_5719RHRpqhquOnGEkrnkDzwR4GBAA-An9JuQg,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Yes i love painting and coloring,5.0,0.0,,2018-09-16 12:05:39,,,com.activision.callofduty.shooter
gp:AOqpTOFtwVIFd7hEf0V6T9tb56zKFCeE9ls8Eqf6acHsPpLtug_ONaXFh3dmpNphergZ0SqLThliTcYFonpJjQ,Kat Wells,https://lh3.googleusercontent.com/a-/AOh14GgpFXlzt976LtWqCafpffh-1x31noeJTCP5Ips9gg,Tis a good app and it's relaxing.,4.0,0.0,1.0.8,2018-11-18 03:09:34,,,com.activision.callofduty.shooter
gp:AOqpTOFLPNnzDgvZRA554Kuha5jz8lajatCQ0vcOBg_XYlxlxrd3Vsjf8_K5UnQYgLNvOD8uTmBFOY08T46lyw,LilyWaters,https://lh3.googleusercontent.com/a-/AOh14Gi6Yd9D4e3GPdGS35D9qZ5eMsfLfXAu4XQPm6BuZw,"The game crashed 3 times at the same point - when the girl said that the bird might be the reason Beatrice is so fast. I thought my new OnePlus 7 Pro was crashing... On top of that, the game hasn't been update since August 2018... disappointing.",3.0,2.0,9199,2019-06-07 17:14:53,,,com.activision.callofduty.shooter
gp:AOqpTOHun-Kc5cXeIYCq3LUIfZdbUTcxyx9e1NN_lpq-8Bkz7sXxLwnUqLvhXAFZNFcimtgxfAIO0GZm8jddOg,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I loved this app it so relaxing,5.0,0.0,1.0.8,2019-03-02 20:35:27,,,com.activision.callofduty.shooter
gp:AOqpTOGqbiaVK8pglW_RmOYGMUy8VgB4mqI2xfhx7eAE75Ec4iEspJggEkgVWWWzTf76mKiz6615gYpvUZ1erA,Lucas Cain,https://lh3.googleusercontent.com/-Qqk1mwNGgHQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck33JWvU9UTrTHcInDGK9G1i7srbQ/photo.jpg,Just all around trash. First off the game is clunky and actions half the time are unresponsive. Secondly people are asshats who take everything. You should not be able to have the items you chooped a tree down for be able to be taken. The whole replaying the trail only becomes newbies struggling to keep up with players whove run it for awhile. Just a waste of time i wish i could get back. Garbage.,1.0,31.0,9199,2018-09-25 04:42:34,,,com.activision.callofduty.shooter
gp:AOqpTOGrRu9kFcc1cb_xIqjGkSglPZnZ_kQB8oeDg-MiEKeNaY5NBXEwJ2PyViYZDPjAN7Upt3MSex00Z7Up7w,Kathy Garlits,https://lh3.googleusercontent.com/a-/AOh14Gj-GPdIcDcf1D2d-X8uZo9YpRCJDG4hLSD_4E8h0A,Its relaxing and keeps my mind focused on the picture.,5.0,0.0,1.0.12,2019-07-07 23:58:15,,,com.activision.callofduty.shooter
gp:AOqpTOHqt5zU2hd0kWhHGIxib-TlVnhK0jCJHE5pJ8x_j2CsSQN-2aRAVUYaZnZVH24YlaXTWBHPPJs62Io9Xg,JJ Gober,https://lh3.googleusercontent.com/-pNVBc5PwAQ8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnuBQPFkegh4qNOBqOxAIwxeu0Nvg/photo.jpg,i really like that.,5.0,0.0,1.1.3,2020-05-07 20:53:00,,,com.activision.callofduty.shooter
gp:AOqpTOHdsgu1pEPOLIZ5x08ad_Xk2ByClgZMZQ_C7hA3SVDZlWB4SdhWeqA4ZIkUg8Fv5YQ8S9_S0T1R8q5gow,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,i just wish we could have all of the cokors unlocked...Other than that its a great app,5.0,0.0,1.0.8,2019-01-26 19:22:49,,,com.activision.callofduty.shooter
gp:AOqpTOGo-hfb9-a8TATlElcUK176s6br28-wLOt21ECOJxr4iV0YBqY8lxEsH252iQFZh0SLBw6XARD00OPxbw,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I love it because of the lovely color,5.0,0.0,1.0.8,2018-11-02 01:20:09,,,com.activision.callofduty.shooter
gp:AOqpTOGqpMCRM3M1ZoSRf5SLJ6ljqaHafLOkO3GxCNCW-KvSZidZfNwTEs01qZf4TE9ujokuQiy0XzIWmpOaGg,George Pig,https://lh3.googleusercontent.com/a-/AOh14GhnryndT7Toj-Oc-zbWhuq0Td-ruTM0M-1gZVOhSQ,"I really, really enjoyed playing this game, making chits, clothes, etc. The only thing I have to say about this though, is that it's kind of hard to make chits. I had to travel back to several campsites to make that money and be able to cross the river for 400 chits. Maybe consider an update that makes it easier to get chits?",4.0,55.0,,2019-11-10 22:37:41,,,com.activision.callofduty.shooter
gp:AOqpTOGVj42NFgheWf86grUIfy_lPneKSnMPFSTS7VIzy5YciIPtM068YfaHIYA4n9UBbzWFvaQb9fkpdSfiPw,Kennedy Butler,https://lh3.googleusercontent.com/a-/AOh14GhNxvSdU8kCSRgFaBS7BkfwNRDqjc9blS1dLGvG,I like it I just don't like that I need Diamonds to colour pictures,3.0,0.0,1.0.8,2018-12-15 17:05:36,,,com.activision.callofduty.shooter
gp:AOqpTOG7j3P06kS5pv2YXEcuhSHLs2444Jct4nKaDz4WjcVWtX03Cy9BV9ILX-8bCtgweH6WXXMpI9MJzHvIyw,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Like to color gorgeously!!,4.0,0.0,1.0.8,2018-10-05 22:53:37,,,com.activision.callofduty.shooter
gp:AOqpTOFcyJI9891TFIf5URlPaYJFPPGmbGbGfndvj7nIwnkpjMHuWPZ9L1_ADw5XWtMImxC-yndnZPgV7fznBQ,Amanda Berman,https://lh3.googleusercontent.com/a-/AOh14GitseXoqg4OdbvcYvWbBL8Ybfcn39iZSD_DKnrTrQ,It so much fun when your bored!!,4.0,0.0,1.0.8,2018-10-07 23:47:32,,,com.activision.callofduty.shooter
gp:AOqpTOE-VrGxqQ2NmR6tSW_8hOn3-_aT37AqQpVJWqeZhIkhDDYcITCe2ptMNNZOGgHlYMsFfAjDas10a5NR2g,Olly Chakraborty,https://lh3.googleusercontent.com/a-/AOh14GjzJXP-fX5hwcHWUMbM8qs6d47k0aX0MalSFG9G,"This happens everytime! The game freezes at a particular point and my character wouldn't move even if the internet is of high speed! the point where I have to cut the logs, my character is just freezing. I loved this game, but now I have to uninstall it!",2.0,36.0,9199,2019-06-19 09:52:29,,,com.activision.callofduty.shooter
gp:AOqpTOHc2eAABTJJQ8h9-DHtOw9XYS3vyXGMhaAPVGWsg-PgQIRK_yTcWTi90b83vFtY6iacRX2KdduZKd5hew,Ted Perry,https://lh3.googleusercontent.com/-DcxUODYklTU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmyd45tUo7bhw39pRQS7NqCMtIQuA/photo.jpg,good app kills time has good pictures,4.0,1.0,1.0.12,2019-07-14 04:28:02,,,com.activision.callofduty.shooter
gp:AOqpTOEvvAK1e_XKIJj_ig9mpntD2YhxsbIQVIYE_U52rfa5afWRuw2zfkRSmVWOAQezXpqto8m2MFl-Iooz6Q,kaiser sinaga,https://lh3.googleusercontent.com/-vp-EhgKFaHQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclSsUe8bpL73RqtcHJcgdNzo3Q7rA/photo.jpg,Crash and freeze just when i arrived in my first town...shame on you dev,1.0,0.0,,2020-05-11 19:28:58,,,com.activision.callofduty.shooter
gp:AOqpTOESlZVybOCk7yZynPJLEemrhPYKxZQFVaTwrIMzrtxiRGlH2b0JXMoFyHO_BdtVtKTrIA9oRkpFtUuMAw,Indera Nadal,https://lh3.googleusercontent.com/a-/AOh14GjC--psGlt9-lD6AACOVmJqK25n7xwIRoljSBkhXA,Very Relaxing game,5.0,0.0,1.0.8,2019-03-12 22:21:47,,,com.activision.callofduty.shooter
gp:AOqpTOEgXTFMzVuK7xtv6Wobctpt-gNiZyCS6fP5dyA4vfH-hXUBKxMUZLWbWZQtlZT_XhsW8bryNFN8VT07Qg,Madison Gray,https://lh3.googleusercontent.com/a-/AOh14GhB7Zq16pL5CytWhxNKKNcc4PsEcYOu_RZO-w2n8Q,It's very calming and fin to do when stressed,5.0,0.0,1.0.8,2018-10-26 12:37:28,,,com.activision.callofduty.shooter
